Duration (in seconds),ResponseId,P_ID,Age,Gender,1_Per_Imp_1,1_RT_First Click,1_RT_Last Click,1_RT_Page Submit,1_RT_Click Count,2_Per_Imp_1,2_RT_First Click,2_RT_Last Click,2_RT_Page Submit,2_RT_Click Count,3_Per_Imp_1,3_RT_First Click,3_RT_Last Click,3_RT_Page Submit,3_RT_Click Count,4_Per_Imp_1,4_RT_First Click,4_RT_Last Click,4_RT_Page Submit,4_RT_Click Count,5_Per_Imp_1,5_RT_First Click,5_RT_Last Click,5_RT_Page Submit,5_RT_Click Count,6_Per_Imp_1,6_RT_First Click,6_RT_Last Click,6_RT_Page Submit,6_RT_Click Count,7_Per_Imp_1,7_RT_First Click,7_RT_Last Click,7_RT_Page Submit,7_RT_Click Count,8_Per_Imp_1,8_RT_First Click,8_RT_Last Click,8_RT_Page Submit,8_RT_Click Count,9_Per_Imp_1,9_RT_First Click,9_RT_Last Click,9_RT_Page Submit,9_RT_Click Count,10_Per_Imp_1,10_RT_First Click,10_RT_Last Click,10_RT_Page Submit,10_RT_Click Count,11_Per_Imp_1,11_RT_First Click,11_RT_Last Click,11_RT_Page Submit,11_RT_Click Count,12_Per_Imp_1,12_RT_First Click,12_RT_Last Click,12_RT_Page Submit,12_RT_Click Count,13_Per_Imp_1,13_RT_First Click,13_RT_Last Click,13_RT_Page Submit,13_RT_Click Count,14_Per_Imp_1,14_RT_First Click,14_RT_Last Click,14_RT_Page Submit,14_RT_Click Count,15_Per_Imp_1,15_RT_First Click,15_RT_Last Click,15_RT_Page Submit,15_RT_Click Count,16_Per_Imp_1,16_RT_First Click,16_RT_Last Click,16_RT_Page Submit,16_RT_Click Count,17_Per_Imp_1,17_RT_First Click,17_RT_Last Click,17_RT_Page Submit,17_RT_Click Count,18_Per_Imp_1,18_RT_First Click,18_RT_Last Click,18_RT_Page Submit,18_RT_Click Count,19_Per_Imp_1,19_RT_First Click,19_RT_Last Click,19_RT_Page Submit,19_RT_Click Count,20_Per_Imp_1,20_RT_First Click,20_RT_Last Click,20_RT_Page Submit,20_RT_Click Count,21_Per_Imp_1,21_RT_First Click,21_RT_Last Click,21_RT_Page Submit,21_RT_Click Count,22_Per_Imp_1,22_RT_First Click,22_RT_Last Click,22_RT_Page Submit,22_RT_Click Count,23_Per_Imp_1,23_RT_First Click,23_RT_Last Click,23_RT_Page Submit,23_RT_Click Count,24_Per_Imp_1,24_RT_First Click,24_RT_Last Click,24_RT_Page Submit,24_RT_Click Count,25_Per_Imp_1,25_RT_First Click,25_RT_Last Click,25_RT_Page Submit,25_RT_Click Count,26_Per_Imp_1,26_RT_First Click,26_RT_Last Click,26_RT_Page Submit,26_RT_Click Count,27_Per_Imp_1,27_RT_First Click,27_RT_Last Click,27_RT_Page Submit,27_RT_Click Count,28_Per_Imp_1,28_RT_First Click,28_RT_Last Click,28_RT_Page Submit,28_RT_Click Count,29_Per_Imp_1,29_RT_First Click,29_RT_Last Click,29_RT_Page Submit,29_RT_Click Count,30_Per_Imp_1,30_RT_First Click,30_RT_Last Click,30_RT_Page Submit,30_RT_Click Count,1_Gen_Imp_1,1_RT_First Click,1_RT_Last Click,1_RT_Page Submit,1_RT_Click Count,2_Gen_Imp_1,2_RT_First Click,2_RT_Last Click,2_RT_Page Submit,2_RT_Click Count,3_Gen_Imp_1,3_RT_First Click,3_RT_Last Click,3_RT_Page Submit,3_RT_Click Count,4_Gen_Imp_1,4_RT_First Click,4_RT_Last Click,4_RT_Page Submit,4_RT_Click Count,5_Gen_Imp_1,5_RT_First Click,5_RT_Last Click,5_RT_Page Submit,5_RT_Click Count,6_Gen_Imp_1,6_RT_First Click,6_RT_Last Click,6_RT_Page Submit,6_RT_Click Count,7_Gen_Imp_1,7_RT_First Click,7_RT_Last Click,7_RT_Page Submit,7_RT_Click Count,8_Gen_Imp_1,8_RT_First Click,8_RT_Last Click,8_RT_Page Submit,8_RT_Click Count,9_Gen_Imp_1,9_RT_First Click,9_RT_Last Click,9_RT_Page Submit,9_RT_Click Count,10_Gen_Imp_1,10_RT_First Click,10_RT_Last Click,10_RT_Page Submit,10_RT_Click Count,11_Gen_Imp_1,11_RT_First Click,11_RT_Last Click,11_RT_Page Submit,11_RT_Click Count,12_Gen_Imp_1,12_RT_First Click,12_RT_Last Click,12_RT_Page Submit,12_RT_Click Count,13_Gen_Imp_1,13_RT_First Click,13_RT_Last Click,13_RT_Page Submit,13_RT_Click Count,14_Gen_Imp_1,14_RT_First Click,14_RT_Last Click,14_RT_Page Submit,14_RT_Click Count,15_Gen_Imp_1,15_RT_First Click,15_RT_Last Click,15_RT_Page Submit,15_RT_Click Count,16_Gen_Imp_1,16_RT_First Click,16_RT_Last Click,16_RT_Page Submit,16_RT_Click Count,17_Gen_Imp_1,17_RT_First Click,17_RT_Last Click,17_RT_Page Submit,17_RT_Click Count,18_Gen_Imp_1,18_RT_First Click,18_RT_Last Click,18_RT_Page Submit,18_RT_Click Count,19_Gen_Imp_1,19_RT_First Click,19_RT_Last Click,19_RT_Page Submit,19_RT_Click Count,20_Gen_Imp_1,20_RT_First Click,20_RT_Last Click,20_RT_Page Submit,20_RT_Click Count,21_Gen_Imp_1,21_RT_First Click,21_RT_Last Click,21_RT_Page Submit,21_RT_Click Count,22_Gen_Imp_1,22_RT_First Click,22_RT_Last Click,22_RT_Page Submit,22_RT_Click Count,23_Gen_Imp_1,23_RT_First Click,23_RT_Last Click,23_RT_Page Submit,23_RT_Click Count,24_Gen_Imp_1,24_RT_First Click,24_RT_Last Click,24_RT_Page Submit,24_RT_Click Count,25_Gen_Imp_1,25_RT_First Click,25_RT_Last Click,25_RT_Page Submit,25_RT_Click Count,26_Gen_Imp_1,26_RT_First Click,26_RT_Last Click,26_RT_Page Submit,26_RT_Click Count,27_Gen_Imp_1,27_RT_First Click,27_RT_Last Click,27_RT_Page Submit,27_RT_Click Count,28_Gen_Imp_1,28_RT_First Click,28_RT_Last Click,28_RT_Page Submit,28_RT_Click Count,29_Gen_Imp_1,29_RT_First Click,29_RT_Last Click,29_RT_Page Submit,29_RT_Click Count,30_Gen_Imp_1,30_RT_First Click,30_RT_Last Click,30_RT_Page Submit,30_RT_Click Count,GC,Group,Treatment,Eng
791,R_XHx8JQhnCefwuw9,5ebca563ddb8bf0fc5408cfc,53,Male,0,15.49,24.33,25.264,2,0,3.936,3.936,5.701,1,9,15.75,15.75,18.108,1,0,6.226,6.226,7.719,1,4,17.554,18.724,20.265,4,0,11.088,11.088,13.99,1,0,31.586,31.586,33.155,1,2,14.331,16.227,17.713,2,0,14.883,16.339,40.233,2,0,8.547,8.547,10.248,1,3,10.429,10.429,18.45,1,0,8.293,11.781,13.477,4,0,10.058,10.058,11.345,1,0,7.63,7.63,9.004,1,6,10.746,31.346,32.409,3,0,9.16,11.13,13.22,3,0,5.555,5.555,6.937,1,0,14.38,14.38,15.93,1,0,14.953,19.017,21.166,3,0,14.49,14.49,16.675,1,0,12.536,12.536,14.423,1,8,18.405,18.405,19.974,1,0,13.068,14.252,17.769,2,4,6.818,6.818,8.409,1,0,13.174,14.838,17.388,2,8,10.588,10.588,18.091,1,0,6.237,7.654,9.236,2,0,21.119,21.119,22.817,1,0,7.677,7.677,13.619,1,0,12.092,12.092,14.116,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,Self,Self-Other,Yes.
644,R_1lnMVQ05UtyYb1g,5d528f4220a51f00011f0421,40,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5.732,5.732,7.438,1,7,2.793,2.793,4.43,1,81,8.308,8.308,9.532,1,5,4.845,4.845,6.618,1,46,13.183,13.183,15.757,1,4,16.502,16.502,18.4,1,6,10.911,12.472,14.52,2,4,10.514,11.77,13.809,2,2,11.722,11.722,14.823,1,4,7.752,8.81,11.257,2,85,9.336,9.336,10.855,1,21,10.131,10.131,11.983,1,1,20.325,20.325,22.853,1,7,6.071,6.071,8.029,1,84,8.974,8.974,10.32,1,2,7.467,7.467,9.707,1,12,14.299,14.299,16.685,1,6,24.338,26.144,27.824,3,19,12.298,13.279,15.028,2,3,10.664,13.109,15.413,3,7,8.858,8.858,10.661,1,71,8.435,8.435,10.232,1,1,5.228,5.228,7.666,1,88,9.155,10.444,12.73,2,9,5.309,5.309,6.994,1,82,9.892,12.752,14.406,3,42,24.48,25.868,28.426,2,4,4.634,4.634,6.397,1,4,4.271,4.271,7.095,1,7,9.089,9.089,10.725,1,72,Other,Self-Other,Yes.
740,R_1OrbkVn0cOOSYUs,5f19dbed7881230892a5feb0,20,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,23.068,23.068,26.57,1,25,4.838,4.838,7.376,1,37,8.019,9.205,10.818,2,41,8.664,8.664,10.181,1,61,1.272,1.272,6.401,1,68,6.28,6.28,7.682,1,41,12.736,12.736,14.39,1,60,11.997,14.085,14.776,2,41,12.686,12.686,14.493,1,9,6.958,6.958,9.214,1,79,13.524,13.524,17.904,1,31,5.362,5.362,7.132,1,79,6.769,6.769,13.091,1,86,9.65,11.449,14.913,2,77,10.502,10.502,14.95,1,70,1.657,1.657,3.672,1,46,11.988,11.988,14.106,1,25,8.529,8.529,12.736,1,60,9.043,9.043,13.142,1,60,18.78,18.78,20.676,1,43,7.965,7.965,9.573,1,54,12.068,12.068,13.664,1,14,11.367,11.367,14.021,1,70,8.918,10.488,11.311,2,46,11.199,11.71,13.074,2,35,18.089,18.089,23.094,1,32,10.38,10.38,11.987,1,21,42.1,42.1,45.568,1,61,4.294,5.53,6.77,2,12,10.567,10.567,11.915,1,76,Other,Self-Other,Yes.
775,R_XiYnOo4lw0J2ic1,599186630675b100014daddd,43,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,8.867,8.867,10.738,1,51,96.982,96.982,98.44,1,18,11.113,11.113,12.941,1,13,1.853,1.853,3.669,1,6,2.961,2.961,6.35,1,36,10.689,11.638,13.861,2,50,11.864,11.864,13.175,1,12,5.356,5.356,6.7,1,7,51.314,53.313,54.961,2,0,7.392,7.392,9.144,1,40,2.121,2.121,3.783,1,40,1.836,11.03,12.927,3,50,2.089,3.69,5.622,2,10,8.916,9.723,11.512,2,51,33.24,33.267,34.98,2,18,1.79,1.79,3.513,1,0,7.177,7.177,8.852,1,50,7.744,7.744,9.509,1,68,7.995,7.995,9.585,1,29,8.685,8.685,10.465,1,50,1.798,1.798,3.68,1,1,14.346,14.346,16.175,1,37,1.37,2.209,3.788,2,50,8.483,8.483,10.33,1,2,53.063,53.063,55.562,1,37,44.339,44.339,46.668,1,1,35.857,35.857,37.875,1,6,3.9,4.888,6.38,2,3,7.801,7.801,9.803,1,0,1.652,5.508,7.199,2,95,Other,Self-Other,Yes.
409,R_1PTS2yT7LbzeGcV,5f072bda6cd79c09f05284cb,20,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,4.442,5.327,6.157,2,49,4.462,4.462,5.444,1,98,2.81,2.81,3.814,1,14,3.852,3.852,5.348,1,97,5.612,5.612,7.443,1,87,4.695,4.695,5.536,1,67,6.934,6.934,8.044,1,95,2.528,2.923,4.336,2,82,9.345,9.345,10.853,1,12,3.974,3.974,4.983,1,98,3.04,4.334,5.318,3,48,7.025,7.025,8.263,1,93,2.763,2.763,3.738,1,97,3.79,3.79,4.858,1,88,7.202,7.202,8.685,1,98,5.01,5.01,6.073,1,93,10.974,12.514,13.483,3,71,3.819,3.819,5.304,1,92,2.922,2.922,3.876,1,81,4.853,4.853,5.701,1,90,4.501,5.389,6.241,2,94,4.695,4.695,5.652,1,45,4.236,4.236,5.091,1,96,4.468,4.468,5.467,1,27,5.5,7.956,9.323,4,93,3.531,3.531,4.385,1,80,3.761,3.761,4.583,1,73,4.519,7.97,8.967,3,17,5.509,5.509,6.777,1,27,5.66,6.43,7.555,2,40,Other,Self-Other,Yes.
734,R_3HAI78dJYCxwg3X,5e1f0f5628b7b62348f7ba3e,21,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9.852,9.852,11.42,1,2,2.524,4.278,5.115,2,0,2.415,2.415,4.257,1,1,5.586,5.586,7.019,1,18,19.837,23.891,24.924,2,1,9.895,9.895,11.596,1,2,10.06,13.482,14.455,4,50,13.264,21.085,22.704,3,0,41.242,72.026,74.865,8,4,3.575,4.47,6.513,2,0,8.664,8.664,11.477,1,24,19.716,35.65,37.535,7,0,3.149,3.85,8.487,2,7,15.621,27.326,28.975,5,49,1.475,6.28,9.767,3,45,9.134,10.919,12.024,2,2,9.765,11.985,13.346,3,1,20.9,20.9,26.98,1,54,3.901,7.797,11.433,6,48,11.857,11.857,13.438,1,27,20.368,22.105,23.124,2,50,14.266,14.266,15.527,1,1,4.079,5.963,7.944,3,20,9.665,9.665,11.747,1,33,24.141,24.141,25.731,1,13,9.545,9.545,11.186,1,2,10.242,11.194,14.313,2,14,13.782,14.62,15.945,3,4,7.7,7.7,9.102,1,4,6.193,8.225,9.805,3,99,Other,Self-Other,Yes.
539,R_3shOfju68si0mpg,5dc78675f3795b5638c32d84,22,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,7.992,7.992,9.758,1,0,9.031,9.487,11.093,2,11,9.377,12.337,13.11,6,0,8.04,9.632,11.134,2,32,14.563,17.555,18.409,3,17,7.451,11.443,12.249,4,0,5.662,6.558,11.38,2,17,5.886,7.534,8.34,3,26,5.679,7.159,8.125,2,0,7.701,9.795,17.553,4,43,7.563,8.939,10.465,4,0,4.716,6.133,7.482,3,29,6.26,8.596,10.122,6,10,10.033,11.185,11.48,2,37,12.448,14.872,16.405,2,19,12.817,12.817,14.623,1,0,5.293,6.948,9.746,3,27,9.441,9.985,12.215,2,8,14.339,15.188,16.426,3,0,10.787,12.979,14.688,4,24,9.411,25.635,26.489,3,50,9.091,13.9,15.337,6,0,4.538,7.21,9.664,4,33,4.7,5.78,6.866,2,33,7.236,12.373,13.25,4,26,32.145,33.697,34.55,2,33,6.74,9.996,11.426,5,8,9.84,12.328,14.085,4,0,5.913,7.097,7.854,3,0,7.1,9.7,10.891,2,98,Other,Self-Other,Yes.
612,R_UGXpOeDYOo4emAh,5eee368a74d9e62b6783734f,18,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,6.15,6.15,7.139,1,8,6.782,7.561,8.755,2,53,7.949,7.949,10.836,1,52,90.05,90.05,92.113,1,1,7.936,7.936,9.377,1,44,7.966,7.966,9.338,1,43,10.033,12.715,14.336,3,43,6.226,8.394,9.358,3,44,5.064,6.387,7.433,2,16,5.276,9.07,10.376,4,63,11.891,12.757,14.003,2,29,9.214,15.181,17.774,6,53,9.149,9.149,12.458,1,59,5.389,5.389,6.481,1,45,9.197,10.452,11.521,2,56,11.434,12.107,13.258,2,25,6.105,6.105,7.809,1,63,5.707,7.821,8.702,4,64,6.853,13.104,14.228,3,43,9.324,9.324,11.106,1,66,12.601,14.771,15.723,3,47,10.821,14.17,16.124,3,26,8.298,11.154,12.456,3,83,7.777,8.935,12.96,2,78,5.298,5.298,6.406,1,71,7.152,8.956,9.88,3,58,19.501,19.501,24.699,1,53,9.033,9.033,10.308,1,29,6.532,6.532,7.76,1,34,6.097,6.097,7.868,1,66,Other,Self-Other,Yes.
851,R_3lAG1kyJLoS9oXR,5f2bc822e81f3f66f0a1bfdb,19,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,61.013,61.013,62.288,1,0,8.375,9.048,10.544,2,80,11.561,11.561,13.045,1,0,13.463,14.174,16.077,2,88,30.228,30.228,31.648,1,0,35.23,39.675,41.499,6,0,15.754,17.206,18.943,3,73,11.101,11.101,12.559,1,13,51.899,51.899,53.487,1,0,9.358,11.241,12.868,3,100,7.662,9.334,10.444,3,0,11.716,12.385,14.25,2,80,13.535,14.008,15.384,2,100,11.601,13.706,14.915,3,0,9.427,10.744,12.331,3,100,5.404,10.962,12.192,2,0,10.691,11.486,13.814,3,77,11.784,12.899,14.474,2,0,11.674,12.622,14.559,2,0,28.647,29.497,31.151,2,0,16.14,16.774,18.251,2,100,10.376,11.897,13.09,3,0,12.027,12.725,14.212,2,100,10.428,12.823,14.961,3,0,12.488,13.449,15.275,2,93,34.422,36.342,37.381,2,70,28.922,28.922,30.477,1,10,15.898,15.898,17.898,1,0,15.999,17.298,19.137,3,0,9.136,10.837,12.934,3,80,Other,Self-Other,Yes.
694,R_2c6qaBcMoMlTN70,5ef374816183a40a711f900d,18,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10.517,14.177,15.752,2,19,5.287,6.279,7.149,3,10,6.822,7.961,8.772,2,0,5.831,7.44,8.938,3,9,8.282,10.332,11.126,2,28,10.74,12.952,13.662,3,21,28.178,28.178,45.049,1,12,7.323,7.323,8.642,1,18,7.172,9.397,10.316,4,0,12.68,13.127,14.211,2,58,15.375,17.009,17.812,2,0,14.368,16.913,18.37,2,87,10.315,12.386,16.293,2,84,40.808,41.636,43.324,2,65,14.493,28.505,29.29,3,68,12.392,13.221,14.176,2,0,11.57,13.232,14.178,3,39,9.465,10.627,14.586,2,50,7.131,8.92,9.935,2,0,7.007,8.034,8.888,3,38,14.319,15.632,16.904,3,13,7.569,9.35,10.083,3,8,14.797,15.067,15.905,2,68,6.453,8.461,9.116,3,39,10.353,16.733,17.663,2,59,7.553,9.59,10.527,2,37,9.25,12.12,15.251,3,5,11.833,13.767,14.625,3,0,7.021,8.315,9.155,3,1,9.477,11.782,12.782,2,95,Other,Self-Other,"No, it's my second language."
385,R_2VO51sfci1pzzzn,5f216a2ed71bef2eaa415620,37,Female,17,5.685,5.685,6.777,1,0,4.07,4.07,7.25,1,1,4.134,4.134,5.188,1,9,5.615,5.615,6.764,1,62,10.468,10.468,11.44,1,1,9.142,9.142,10.67,1,0,6.408,6.408,9.027,1,78,7.063,7.063,8.147,1,13,6.04,6.04,7.23,1,7,5.224,5.224,6.281,1,57,6.81,6.81,7.678,1,0,5.662,5.662,6.848,1,0,12.975,12.975,15.938,1,24,13.209,13.209,14.338,1,23,6.937,6.937,8.045,1,15,5.46,5.46,6.578,1,0,5.916,5.916,7.23,1,62,9.535,9.535,11.764,1,1,3.157,3.157,5.197,1,3,6.645,6.645,8.141,1,56,11.499,11.499,13.97,1,50,11.428,11.428,12.399,1,1,8.926,8.926,10.089,1,67,5.926,5.926,6.849,1,71,7.084,7.084,7.994,1,50,8.445,8.445,9.299,1,5,7.512,9.981,11.723,2,0,10.825,10.825,12.662,1,0,5.332,5.332,6.592,1,14,4.767,4.767,6.429,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Self,Self-Other,Yes.
955,R_11XED5YI4j1uklh,595fb5f67ab4ce00017b84bf,54,Female,0,7.141,8.154,9.767,2,0,5.531,7.783,9.774,2,5,27.772,29.385,30.791,2,0,7.134,7.134,8.694,1,0,26.54,26.54,28.246,1,26,35.393,35.393,41.591,1,0,8.2,8.2,10.344,1,0,17.086,17.086,20.195,1,28,17.452,17.452,18.78,1,0,6.518,7.7,9.417,2,100,8.727,8.727,13.868,1,0,8.356,9.603,16.384,2,73,28.379,28.379,29.34,1,75,29.324,29.324,31.06,1,74,5.919,32.635,33.616,4,100,16.466,16.985,18.314,2,0,6.968,6.968,8.191,1,27,33.577,33.577,35.321,1,7,32.006,66.282,67.62,7,0,8.445,12.151,17.136,3,0,32.759,32.759,34.387,1,100,28.517,28.517,30.133,1,0,13.236,16.344,17.662,2,100,20.421,26.741,29.049,2,0,7.082,7.082,9.42,1,0,23.458,24.91,36.456,3,24,21.257,21.257,22.618,1,0,8.495,12.176,14.008,6,0,7.119,8.384,11.182,3,0,5.488,10.086,11.429,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,Self,Self-Other,Yes.
358,R_u8iOQsARJtP2vfj,5ea813e5ad22e420d43882ab,60,Female,0,7.012,7.012,8.218,1,0,2.91,2.91,3.899,1,0,4.948,6.95,7.754,3,0,5.685,7.482,8.44,3,50,7.357,7.357,8.218,1,0,5.33,5.33,6.118,1,23,7.027,7.027,7.895,1,24,5.772,5.772,6.802,1,0,3.713,3.713,5.855,1,0,5.435,5.435,6.568,1,21,4.577,4.577,5.774,1,0,3.985,3.985,5.148,1,0,3.495,3.495,4.45,1,0,5.647,5.647,6.748,1,23,9.624,9.624,11.037,1,0,6.42,6.42,7.321,1,0,5.169,5.169,5.997,1,20,12.626,12.626,13.839,1,15,6.798,6.798,7.697,1,0,4.786,4.786,6.359,1,23,7.481,7.481,8.342,1,50,6.489,6.489,7.397,1,0,3.517,3.517,4.688,1,26,5.988,5.988,6.865,1,23,8.927,8.927,9.915,1,0,5.083,5.083,6.199,1,0,5.974,7.686,8.619,2,25,6.106,6.106,7.006,1,0,4.383,4.383,5.381,1,0,14.598,14.598,15.905,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,Self,Self-Other,Yes.
930,R_33ytZlZX22Vjy0N,5a5b6255f6c5170001950ae0,38,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,5.444,6.435,7.105,3,21,1,3.176,3.976,5,67,74.499,76.331,77.112,4,0,0.705,5.986,6.691,10,39,0.872,38.497,39.385,5,67,100.483,114.427,115.027,6,15,12.218,15.378,16.194,5,100,4.569,5.977,6.633,3,66,0.756,7.276,8.237,5,18,0.819,8.331,9.122,6,74,1.01,4.13,4.673,7,12,12.133,16.205,16.885,3,80,19.211,34.093,34.69,5,78,4.173,8.662,9.188,3,78,0.935,5.503,6.391,5,71,0.916,1.34,2.699,2,0,10.013,14.51,14.774,8,73,56.655,66.44,67.103,3,24,3.903,5.367,6.606,3,85,28.457,35.53,36.154,6,72,83.977,164.153,164.855,2,67,2.5,6.581,7.236,5,0,59.153,65.121,65.448,4,100,0.885,6.325,7.229,8,32,0.936,5.881,6.472,7,65,0.608,8.32,9.19,7,79,1.61,6.578,7.273,2,27,16.782,22.009,22.757,7,12,0.894,4.797,5.496,6,0,3.071,4.229,5.078,2,100,Other,Self-Other,Yes.
599,R_3QVq95sVNQIvLoD,5f2b343a4e26bc55b15c2071,18,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,7.807,7.807,8.614,1,0,9.369,10.271,10.7,2,60,12.37,12.37,13.055,1,17,7.562,9.77,10.972,3,28,2.66,22.413,22.739,3,53,9.579,11.773,12.446,2,0,5.382,7.034,7.832,2,61,7.31,7.31,8.127,1,10,6.316,7.08,8,2,0,6.456,9.81,10.392,4,93,12.556,13.316,13.837,2,35,5.931,9.139,9.729,4,89,9.561,11.121,11.574,2,100,5.791,5.791,6.861,1,100,6.286,6.286,6.863,1,84,7.467,8.062,8.705,2,0,6.501,7.244,8.151,2,82,6.218,7.177,8.146,2,64,5.94,6.846,6.889,2,20,12.7,14.811,15.42,2,48,15.982,15.982,16.831,1,72,10.317,10.317,11.155,1,0,6.011,10.55,11.035,6,100,13.223,13.223,13.825,1,62,10.649,10.649,11.558,1,67,10.351,14.33,14.744,4,58,9.17,9.17,10.563,1,62,62.213,62.213,62.86,1,0,6.857,9.047,10.173,4,0,5.586,6.818,7.584,2,86,Other,Self-Other,"No, it's my second language."
