Duration (in seconds),ResponseId,P_ID,Age,Gender,1_Per_Imp_1,1_RT_First Click,1_RT_Last Click,1_RT_Page Submit,1_RT_Click Count,2_Per_Imp_1,2_RT_First Click,2_RT_Last Click,2_RT_Page Submit,2_RT_Click Count,3_Per_Imp_1,3_RT_First Click,3_RT_Last Click,3_RT_Page Submit,3_RT_Click Count,4_Per_Imp_1,4_RT_First Click,4_RT_Last Click,4_RT_Page Submit,4_RT_Click Count,5_Per_Imp_1,5_RT_First Click,5_RT_Last Click,5_RT_Page Submit,5_RT_Click Count,6_Per_Imp_1,6_RT_First Click,6_RT_Last Click,6_RT_Page Submit,6_RT_Click Count,7_Per_Imp_1,7_RT_First Click,7_RT_Last Click,7_RT_Page Submit,7_RT_Click Count,8_Per_Imp_1,8_RT_First Click,8_RT_Last Click,8_RT_Page Submit,8_RT_Click Count,9_Per_Imp_1,9_RT_First Click,9_RT_Last Click,9_RT_Page Submit,9_RT_Click Count,10_Per_Imp_1,10_RT_First Click,10_RT_Last Click,10_RT_Page Submit,10_RT_Click Count,11_Per_Imp_1,11_RT_First Click,11_RT_Last Click,11_RT_Page Submit,11_RT_Click Count,12_Per_Imp_1,12_RT_First Click,12_RT_Last Click,12_RT_Page Submit,12_RT_Click Count,13_Per_Imp_1,13_RT_First Click,13_RT_Last Click,13_RT_Page Submit,13_RT_Click Count,14_Per_Imp_1,14_RT_First Click,14_RT_Last Click,14_RT_Page Submit,14_RT_Click Count,15_Per_Imp_1,15_RT_First Click,15_RT_Last Click,15_RT_Page Submit,15_RT_Click Count,16_Per_Imp_1,16_RT_First Click,16_RT_Last Click,16_RT_Page Submit,16_RT_Click Count,17_Per_Imp_1,17_RT_First Click,17_RT_Last Click,17_RT_Page Submit,17_RT_Click Count,18_Per_Imp_1,18_RT_First Click,18_RT_Last Click,18_RT_Page Submit,18_RT_Click Count,19_Per_Imp_1,19_RT_First Click,19_RT_Last Click,19_RT_Page Submit,19_RT_Click Count,20_Per_Imp_1,20_RT_First Click,20_RT_Last Click,20_RT_Page Submit,20_RT_Click Count,21_Per_Imp_1,21_RT_First Click,21_RT_Last Click,21_RT_Page Submit,21_RT_Click Count,22_Per_Imp_1,22_RT_First Click,22_RT_Last Click,22_RT_Page Submit,22_RT_Click Count,23_Per_Imp_1,23_RT_First Click,23_RT_Last Click,23_RT_Page Submit,23_RT_Click Count,24_Per_Imp_1,24_RT_First Click,24_RT_Last Click,24_RT_Page Submit,24_RT_Click Count,25_Per_Imp_1,25_RT_First Click,25_RT_Last Click,25_RT_Page Submit,25_RT_Click Count,26_Per_Imp_1,26_RT_First Click,26_RT_Last Click,26_RT_Page Submit,26_RT_Click Count,27_Per_Imp_1,27_RT_First Click,27_RT_Last Click,27_RT_Page Submit,27_RT_Click Count,28_Per_Imp_1,28_RT_First Click,28_RT_Last Click,28_RT_Page Submit,28_RT_Click Count,29_Per_Imp_1,29_RT_First Click,29_RT_Last Click,29_RT_Page Submit,29_RT_Click Count,30_Per_Imp_1,30_RT_First Click,30_RT_Last Click,30_RT_Page Submit,30_RT_Click Count,1_Gen_Imp_1,1_RT_First Click,1_RT_Last Click,1_RT_Page Submit,1_RT_Click Count,2_Gen_Imp_1,2_RT_First Click,2_RT_Last Click,2_RT_Page Submit,2_RT_Click Count,3_Gen_Imp_1,3_RT_First Click,3_RT_Last Click,3_RT_Page Submit,3_RT_Click Count,4_Gen_Imp_1,4_RT_First Click,4_RT_Last Click,4_RT_Page Submit,4_RT_Click Count,5_Gen_Imp_1,5_RT_First Click,5_RT_Last Click,5_RT_Page Submit,5_RT_Click Count,6_Gen_Imp_1,6_RT_First Click,6_RT_Last Click,6_RT_Page Submit,6_RT_Click Count,7_Gen_Imp_1,7_RT_First Click,7_RT_Last Click,7_RT_Page Submit,7_RT_Click Count,8_Gen_Imp_1,8_RT_First Click,8_RT_Last Click,8_RT_Page Submit,8_RT_Click Count,9_Gen_Imp_1,9_RT_First Click,9_RT_Last Click,9_RT_Page Submit,9_RT_Click Count,10_Gen_Imp_1,10_RT_First Click,10_RT_Last Click,10_RT_Page Submit,10_RT_Click Count,11_Gen_Imp_1,11_RT_First Click,11_RT_Last Click,11_RT_Page Submit,11_RT_Click Count,12_Gen_Imp_1,12_RT_First Click,12_RT_Last Click,12_RT_Page Submit,12_RT_Click Count,13_Gen_Imp_1,13_RT_First Click,13_RT_Last Click,13_RT_Page Submit,13_RT_Click Count,14_Gen_Imp_1,14_RT_First Click,14_RT_Last Click,14_RT_Page Submit,14_RT_Click Count,15_Gen_Imp_1,15_RT_First Click,15_RT_Last Click,15_RT_Page Submit,15_RT_Click Count,16_Gen_Imp_1,16_RT_First Click,16_RT_Last Click,16_RT_Page Submit,16_RT_Click Count,17_Gen_Imp_1,17_RT_First Click,17_RT_Last Click,17_RT_Page Submit,17_RT_Click Count,18_Gen_Imp_1,18_RT_First Click,18_RT_Last Click,18_RT_Page Submit,18_RT_Click Count,19_Gen_Imp_1,19_RT_First Click,19_RT_Last Click,19_RT_Page Submit,19_RT_Click Count,20_Gen_Imp_1,20_RT_First Click,20_RT_Last Click,20_RT_Page Submit,20_RT_Click Count,21_Gen_Imp_1,21_RT_First Click,21_RT_Last Click,21_RT_Page Submit,21_RT_Click Count,22_Gen_Imp_1,22_RT_First Click,22_RT_Last Click,22_RT_Page Submit,22_RT_Click Count,23_Gen_Imp_1,23_RT_First Click,23_RT_Last Click,23_RT_Page Submit,23_RT_Click Count,24_Gen_Imp_1,24_RT_First Click,24_RT_Last Click,24_RT_Page Submit,24_RT_Click Count,25_Gen_Imp_1,25_RT_First Click,25_RT_Last Click,25_RT_Page Submit,25_RT_Click Count,26_Gen_Imp_1,26_RT_First Click,26_RT_Last Click,26_RT_Page Submit,26_RT_Click Count,27_Gen_Imp_1,27_RT_First Click,27_RT_Last Click,27_RT_Page Submit,27_RT_Click Count,28_Gen_Imp_1,28_RT_First Click,28_RT_Last Click,28_RT_Page Submit,28_RT_Click Count,29_Gen_Imp_1,29_RT_First Click,29_RT_Last Click,29_RT_Page Submit,29_RT_Click Count,30_Gen_Imp_1,30_RT_First Click,30_RT_Last Click,30_RT_Page Submit,30_RT_Click Count,GC,Group,Treatment,Eng
703,R_esADdm3evIis3g5,5eaabd69a768fc01c972b6ea,46,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,17.78,17.78,18.992,1,0,9.222,9.222,10.182,1,5,15.586,15.586,18.71,1,0,8.664,8.664,9.878,1,0,14.865,15.49,16.84,2,21,12.292,12.292,13.35,1,0,17.155,17.155,18.485,1,11,16.021,16.021,17.255,1,12,19.764,19.764,21.108,1,0,13.182,16.521,17.49,2,96,9.36,9.36,10.622,1,25,15.744,15.744,16.768,1,78,20.984,22.159,23.096,3,66,9.606,9.606,11.717,1,51,9.956,9.956,10.937,1,81,12.004,12.004,13.626,1,0,12.218,14.007,15.599,3,76,20.893,20.893,22.079,1,61,17.274,18.264,19.457,2,0,14.657,14.657,15.923,1,4,29.836,29.836,30.98,1,5,19.935,19.935,21.068,1,11,9.596,10.9,11.364,2,62,15.587,15.587,16.996,1,13,14.63,14.63,17.596,1,5,13.787,13.787,14.959,1,47,12.333,14.324,15.058,2,29,16.136,16.136,17.245,1,3,24.013,24.013,25.285,1,0,11.336,11.336,12.608,1,87,Other,VAS,Yes.
340,R_2XnUPsNNAnXxIPD,5e2caf81f0143c2d7b8bbb7e,44,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.265,5.265,6.5,1,1,3.592,3.592,5.167,1,51,4.15,6.243,7.094,3,7,8.351,8.351,11.514,1,28,7.006,7.616,8.644,2,5,4.631,4.631,6.227,1,8,4.312,4.312,5.57,1,16,4.641,5.461,6.582,2,10,4.188,9.422,10.53,4,0,2.942,3.494,4.666,2,45,3.172,4.598,5.501,3,1,3.245,3.864,4.922,2,46,4.313,4.313,5.413,1,48,4.593,4.593,5.622,1,29,3.839,5.846,6.872,2,52,3.883,4.909,5.89,3,0,2.674,3.606,5.047,2,5,5.847,5.847,7.002,1,1,5.301,5.301,8.37,1,0,2.983,3.441,5.988,2,15,6.318,6.318,7.314,1,48,3.28,9.883,11.509,6,1,5.099,8.782,9.759,3,63,6.673,6.673,8.18,1,3,5.316,5.316,6.847,1,2,4.966,4.966,6.313,1,18,5.964,6.566,7.955,2,14,12.318,12.318,13.459,1,13,7.002,7.716,8.751,2,0,2.788,5.198,6,4,80,Other,VAS,Yes.
467,R_1lcnYnGVn4XmKKM,5aeb2f9c2aee65000121d680,41,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6.513,6.513,7.967,1,0,5.61,5.92,6.869,2,49,13.652,15.838,16.899,3,0,4.321,4.321,6.088,1,59,11.283,11.662,12.553,2,0,2.721,2.721,5.517,1,0,5.154,5.154,6.939,1,0,4.355,4.355,5.479,1,25,11.608,11.608,12.987,1,0,3.27,5.003,5.964,2,66,6.307,6.307,7.208,1,0,29.136,30.67,31.768,5,75,6.995,7.416,8.301,2,67,7.287,7.712,8.406,2,0,7.11,7.11,8.063,1,0,3.233,3.532,5.419,2,0,3.729,4.719,5.122,2,63,9.994,9.994,11.017,1,0,5.739,5.739,6.844,1,0,9.159,9.159,12.577,1,0,14.611,14.611,16.911,1,0,12.594,12.594,14.435,1,0,3.926,3.926,4.886,1,79,13.034,13.034,14.01,1,0,4.347,5.988,6.992,2,0,16.359,17.659,18.881,2,7,12.837,12.837,13.714,1,0,3.801,3.801,5.41,1,0,3.552,3.552,5.905,1,0,3.62,3.62,4.85,1,100,Other,VAS,Yes.
494,R_3JkPUnYLGZhtLTl,5ef9987d3139e872c3e7e7aa,35,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7.896,8.912,10.572,2,0,7.395,7.395,11.73,1,35,5.909,7.991,9.635,2,0,5.261,5.261,7.421,1,63,9.041,9.041,10.499,1,0,5.036,5.036,6.932,1,0,8.667,8.667,10.09,1,0,6.292,6.292,8.01,1,0,5.203,5.203,6.946,1,0,5.488,5.488,9.485,1,76,5.328,5.328,6.573,1,0,6.205,6.205,8.071,1,24,6.352,6.352,7.76,1,35,6.634,6.634,7.974,1,18,5.149,7.556,9.253,2,7,5.447,6.462,7.987,2,0,5.023,5.023,6.876,1,57,17.117,17.117,18.749,1,3,9.471,9.471,12.726,1,0,5.531,5.531,7.438,1,61,10.862,10.862,13.875,1,78,7.309,7.309,8.956,1,0,4.843,4.843,6.464,1,61,9.016,9.016,13.461,1,1,5.318,5.318,7.366,1,27,8.578,8.578,9.997,1,10,5.056,5.056,7.013,1,5,6.561,6.561,8.102,1,0,4.737,4.737,6.297,1,0,6.207,6.207,8.7,1,80,Other,VAS,"No, it's my second language."
466,R_10oMZBmQ6GU8tch,5efa02a5f512b17ea54f360a,51,Male,0,8.113,8.113,9.318,1,0,6.225,6.225,7.338,1,3,8.143,8.143,9.5,1,1,7.616,7.616,8.889,1,70,11.813,11.813,13.293,1,1,7.224,7.224,8.419,1,20,8.119,8.119,9.052,1,23,5.654,5.654,6.385,1,0,9.03,9.03,10.531,1,0,6.708,6.708,7.973,1,24,8.694,8.694,10.42,1,3,8.196,8.196,9.838,1,4,9.793,9.793,11.018,1,30,8.121,8.121,9.327,1,10,11.741,11.741,12.877,1,9,7,7,7.949,1,0,5.154,5.154,6.07,1,48,11.063,11.063,12.025,1,7,5.023,5.023,6.179,1,25,7.167,7.167,8.144,1,0,8.27,8.27,9.183,1,80,7.561,7.561,8.546,1,0,5.054,5.595,6.796,2,34,6.073,6.073,7.248,1,4,9.916,9.916,11.703,1,4,7.144,7.144,8.729,1,4,10.022,10.996,12.09,2,3,7.49,7.49,8.703,1,0,6.214,6.214,7.374,1,2,5.959,5.959,6.975,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,Self,VAS,Yes.
704,R_BwU1NIJ0GE1bc09,5ec855f3052a4b15aab42020,29,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,5.6,5.6,6.829,1,43,11.038,12.802,14.15,2,21,7.677,7.677,8.602,1,16,7.989,7.989,9.144,1,10,12.528,13.248,14.275,2,15,7.591,9.618,10.964,3,26,11.855,12.747,14.039,2,21,6.773,6.773,8.491,1,19,5.254,5.254,6.389,1,11,10.124,10.124,11.222,1,80,6.477,6.477,7.131,1,14,11.558,14.706,19.798,3,65,10.106,12.592,13.736,4,59,6.162,6.162,7.24,1,62,5.628,5.628,6.61,1,69,7.3,9.875,10.698,2,20,7.431,7.431,8.619,1,58,10.608,10.608,11.665,1,62,5.382,5.382,6.195,1,16,8.487,8.487,11.124,1,60,12.48,13.858,14.984,2,57,10.201,10.201,11.148,1,19,8.593,9.771,10.824,2,62,9.508,9.508,10.54,1,59,8.802,11.024,12.101,3,56,9.535,12.338,13.117,2,24,9.452,13.443,14.555,5,21,8.534,9.054,10.387,2,31,11.845,14.05,15.123,3,12,5.218,5.218,6.266,1,81,Other,VAS,"No, it's my second language."
384,R_2QmUhOiCqccDsRe,5ec1617d2aeab406dc1da48e,39,Male,0,8.765,10.232,11.352,2,4,8.027,8.816,9.904,2,46,5.009,5.009,6.056,1,3,5.697,5.697,6.865,1,26,10.286,10.286,11.612,1,30,3.612,8.365,9.13,5,0,5.27,7.848,9.229,2,40,5.448,5.701,6.619,2,3,5.557,5.557,6.726,1,0,3.387,3.387,4.876,1,78,5.782,6.242,7.157,2,34,7.642,7.642,8.506,1,73,4.534,8.645,9.461,3,67,2.333,4.669,5.555,5,2,10.296,10.296,12.084,1,52,4.193,7.636,8.288,4,0,3.929,3.929,5.26,1,89,5.311,5.311,6.269,1,21,6.543,7.942,9.061,3,27,11.872,11.872,13.964,1,12,16.291,21.697,22.883,2,66,5.24,5.24,7.599,1,41,4.558,5.02,5.963,2,42,5.034,7.081,7.98,4,19,4.173,5.517,6.403,3,44,7.81,7.81,8.855,1,10,8.105,8.105,9.302,1,0,5.683,7.175,8.688,3,0,7.828,7.828,9.082,1,0,6.873,6.873,7.843,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,Self,VAS,Yes.
875,R_2BrLqmaYChXgHfM,5e1d20f5173db40a6702cb7e,54,Female,76,28.626,28.626,29.753,1,25,14.56,14.56,15.945,1,64,18.035,18.035,19.29,1,21,22.735,22.735,24.635,1,35,22.058,22.058,28.401,1,75,20.713,20.713,21.729,1,19,17.212,17.212,18.942,1,12,6.591,6.591,8.131,1,24,9.138,9.138,11.013,1,14,6.07,6.07,7.613,1,95,9.512,9.512,11.673,1,41,12.509,12.509,14.058,1,86,9.119,9.119,12.828,1,64,13.721,13.721,15.899,1,41,8.336,8.336,9.797,1,61,9.686,9.686,11.014,1,14,8.42,8.42,9.69,1,21,9.328,9.328,10.732,1,78,10.676,10.676,11.793,1,11,7.555,7.555,8.961,1,17,11.982,13.927,15.572,2,63,9.412,9.412,10.5,1,62,15.656,15.656,17.382,1,61,9.547,11.141,12.193,2,62,21.154,21.154,22.363,1,60,122.293,122.293,124.132,1,41,13.714,13.714,15.052,1,75,22.216,22.216,23.618,1,22,14.282,14.282,15.686,1,23,15.763,15.763,17.437,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,Self,VAS,Yes.
359,R_3lAN5IpPWcMPOAW,58a478847cf56d0001f91f2e,35,Female,29,5.582,5.582,6.984,1,0,3.456,3.456,5.197,1,50,3.952,3.952,5.14,1,0,3.568,3.568,5.062,1,49,13.548,13.548,15.283,1,6,7.535,8.621,10.058,2,0,4.556,4.556,5.989,1,51,7.509,7.509,8.653,1,32,5.758,5.758,7.026,1,0,4.743,4.743,6.372,1,96,4.743,4.743,6.215,1,0,4.491,4.491,6.092,1,59,11.435,11.435,14.67,1,56,3.393,4.47,5.802,2,49,5.731,5.731,6.969,1,57,8.765,9.4,10.673,2,0,3.367,3.367,4.891,1,39,13.073,13.073,14.851,1,3,4.371,4.371,5.893,1,10,5.37,9.243,10.7,4,6,8.657,8.657,10.62,1,71,5.183,7.505,8.978,2,1,3.498,3.498,4.997,1,87,5.292,5.292,6.474,1,25,5.608,5.608,8.117,1,26,5.796,5.796,8.857,1,35,4.442,10.74,11.872,2,14,13.057,13.057,14.279,1,0,6.812,9.417,10.995,2,0,5.282,5.282,6.732,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,Self,VAS,Yes.
427,R_1DGN1yq1P2ZQzse,5cab2b8f1a90ba00141fb656,37,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6.856,6.856,7.618,1,0,3.03,3.03,3.768,1,72,16.734,18.354,19.188,2,0,5.038,5.038,5.826,1,78,17.821,18.979,21.339,3,51,7.35,7.35,8.099,1,0,6.364,6.364,7.346,1,73,16.751,18.285,19.62,2,0,18.649,18.649,19.406,1,0,3.971,3.971,6.951,1,91,4.127,4.127,4.702,1,0,5.488,5.488,6.62,1,92,4.559,4.559,5.469,1,81,4.89,4.89,5.746,1,74,5.582,6.482,8.248,2,97,3.475,6.511,7.235,2,1,4.007,4.007,5.304,1,95,7.19,9.569,10.56,4,0,7.162,7.162,14.364,1,2,6.073,6.073,7.187,1,92,13.021,13.937,14.498,2,91,12.806,12.806,13.626,1,0,2.913,4.541,5.742,2,93,3.863,3.863,4.601,1,4,8.855,8.855,9.821,1,98,7.691,7.691,8.745,1,1,5.461,5.461,6.317,1,0,10.351,10.351,11.443,1,0,5.214,5.214,6.017,1,0,9.006,11.024,12.116,3,78,Other,VAS,Yes.
807,R_2sbSQ7iZ1mdeMBO,5e70d17c2a461402e1567b7b,31,Female,0,8.506,10.6,12.267,2,0,5.802,5.802,9.805,1,12,5.418,5.418,6.682,1,0,4.867,4.867,6.825,1,24,11.52,12.175,14.833,2,45,8.642,14.797,16.264,3,14,9.04,13.817,14.94,4,50,12.624,26.129,27.75,3,0,7.276,16.977,17.829,2,0,6.237,7.908,9.55,3,75,23.867,23.867,29.346,1,0,9.934,9.934,12.5,1,49,10.225,10.225,11.647,1,25,4.681,8.478,9.6,3,34,6.887,8.433,13.139,3,8,9.351,12.312,13.664,3,0,23.746,23.746,25.195,1,28,12.086,13.631,15.556,2,8,6.22,6.22,8.386,1,28,8.137,8.137,10.22,1,51,14.466,14.466,21.242,1,51,6.915,6.915,9.365,1,0,5.847,6.6,7.831,2,74,16.594,16.594,22.157,1,8,6.864,6.864,8.219,1,7,7.799,7.799,10.069,1,63,14.127,22.312,23.58,5,12,10.635,10.635,12.039,1,0,5.29,6.796,7.181,2,0,4.191,6.112,7.517,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,Self,VAS,Yes.
371,R_3Mtl8Y8I5r05C1J,5b902fc6877eab0001d7b449,36,Female,5,5.857,5.857,7.098,1,7,3.52,3.52,4.442,1,23,4.2,4.2,5.46,1,16,6.138,6.138,8.094,1,49,5.136,5.136,6.082,1,17,6.969,8.393,9.588,3,1,5.117,5.117,6.123,1,59,4.774,4.774,5.622,1,12,4.017,4.017,4.992,1,7,3.079,3.079,4.205,1,82,3.365,3.365,4.517,1,51,5.484,5.484,6.463,1,62,8.1,16.494,17.245,6,48,3.904,3.904,5.247,1,61,3.965,5.816,7.227,2,42,6.388,6.388,7.1,1,8,4.649,4.649,5.675,1,76,5.331,5.331,6.923,1,21,8.199,11.044,12.315,3,10,6.075,8.001,9.858,2,74,7.222,7.222,8.262,1,68,4.145,4.145,4.952,1,11,5.155,6.405,7.487,2,65,3.144,4.919,5.721,2,42,4.639,4.639,5.395,1,38,4.231,5.168,6.044,2,33,4.396,4.396,5.268,1,38,11.873,11.873,13.676,1,16,3.323,3.323,4.217,1,2,5.667,6.647,9.14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,Self,VAS,Yes.
348,R_3kzfsYpeAY8lGvg,5db03383d00dbb001619b598,25,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,9.071,9.071,10.262,1,14,5.316,5.316,6.419,1,58,8.168,8.168,8.901,1,24,9.024,9.74,10.772,2,66,8.222,8.222,9.075,1,37,7.185,7.185,8.333,1,49,7.91,8.365,9.39,2,39,7.034,7.034,8.025,1,51,8.111,8.111,9.145,1,7,7.289,8.013,9.218,2,97,4.991,5.848,6.544,2,54,7.329,7.329,8.336,1,90,5.123,5.123,6.094,1,73,5.628,7.198,8.021,2,72,5.113,5.113,6.053,1,57,5.749,5.749,6.834,1,30,5.762,7.375,8.421,3,88,8.753,9.646,10.828,3,36,4.498,4.498,5.28,1,35,6.842,6.842,8.229,1,87,7.301,9.044,10.321,2,84,4.771,4.771,5.592,1,23,6.523,6.523,7.529,1,92,4.692,6.878,7.308,2,34,6.107,6.107,7.546,1,56,7.106,7.106,8.002,1,51,6.734,6.734,7.616,1,24,5.315,6.955,7.993,2,23,7.585,7.585,8.759,1,23,4.693,4.693,5.581,1,51,Other,VAS,Yes.
436,R_3M99WCH0EnhcV4w,5b1d817ec9d3cb0001105233,35,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,8.035,8.035,8.922,1,7,7.427,7.427,9.217,1,26,8.835,8.835,9.809,1,16,4.085,5.021,5.819,3,49,15.034,15.937,16.321,2,14,4.195,7.267,8.217,4,14,5.872,8.624,9.653,5,38,4.701,4.701,5.417,1,9,5.74,5.74,7.123,1,0,4.337,5.185,6.165,2,61,4.371,4.692,5.393,2,0,6.504,7.393,8.637,3,43,8.995,8.995,9.872,1,38,5.216,7.225,7.998,4,42,4.327,4.327,5.404,1,49,12.107,16.211,17.017,4,35,7.349,7.349,8.675,1,46,8.259,8.259,9.53,1,21,6.98,9.036,9.826,2,45,7.275,7.275,8.242,1,39,9.152,9.152,9.869,1,58,5.123,5.123,6.617,1,0,2.982,2.982,4.964,1,56,4.967,6.161,7.253,2,52,5.679,7.863,8.7,2,60,9.648,9.648,10.51,1,9,5.869,7.614,8.724,4,0,5.285,5.285,6.26,1,0,6.628,6.628,8.475,1,0,5.103,5.103,5.868,1,90,Other,VAS,Yes.
550,R_2e2Jl8YxLYI23PD,5de12fbfe4f42a1842172d7a,18,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7.006,7.892,9.71,2,51,12.18,12.18,13.835,1,37,8.179,8.826,10.357,2,32,6.469,7.086,10.69,2,24,11.344,13.2,13.989,6,40,8.522,10.747,11.933,5,27,18.375,19.034,21.758,3,50,9.23,10.211,11.42,3,7,7.599,8.215,9.899,2,0,6.879,7.677,9.697,2,67,7.288,9.278,12.147,3,59,14.163,14.163,15.45,1,99,9.151,9.151,10.714,1,99,7.322,7.788,8.905,2,58,23.004,24.928,26.654,3,87,13.502,16.065,16.82,6,0,7.236,9.278,11.245,4,57,18.201,19.401,21.08,3,97,6.302,15.315,16.382,5,1,11.386,12.287,14.082,2,66,8.906,13.201,14.098,6,98,13.001,13.001,14.765,1,0,5.694,5.694,8.695,1,98,10.078,12.546,14.332,3,26,16.873,17.451,19.499,2,90,9.94,10.301,11.534,2,54,17.804,17.804,19.247,1,58,10.879,17.005,19.406,5,13,6.542,7.209,8.66,2,17,12.246,13.417,13.419,2,75,Other,VAS,Yes.
