Duration (in seconds),ResponseId,P_ID,Age,Gender,1_Per_Imp_1,1_RT_First Click,1_RT_Last Click,1_RT_Page Submit,1_RT_Click Count,2_Per_Imp_1,2_RT_First Click,2_RT_Last Click,2_RT_Page Submit,2_RT_Click Count,3_Per_Imp_1,3_RT_First Click,3_RT_Last Click,3_RT_Page Submit,3_RT_Click Count,4_Per_Imp_1,4_RT_First Click,4_RT_Last Click,4_RT_Page Submit,4_RT_Click Count,5_Per_Imp_1,5_RT_First Click,5_RT_Last Click,5_RT_Page Submit,5_RT_Click Count,6_Per_Imp_1,6_RT_First Click,6_RT_Last Click,6_RT_Page Submit,6_RT_Click Count,7_Per_Imp_1,7_RT_First Click,7_RT_Last Click,7_RT_Page Submit,7_RT_Click Count,8_Per_Imp_1,8_RT_First Click,8_RT_Last Click,8_RT_Page Submit,8_RT_Click Count,9_Per_Imp_1,9_RT_First Click,9_RT_Last Click,9_RT_Page Submit,9_RT_Click Count,10_Per_Imp_1,10_RT_First Click,10_RT_Last Click,10_RT_Page Submit,10_RT_Click Count,11_Per_Imp_1,11_RT_First Click,11_RT_Last Click,11_RT_Page Submit,11_RT_Click Count,12_Per_Imp_1,12_RT_First Click,12_RT_Last Click,12_RT_Page Submit,12_RT_Click Count,13_Per_Imp_1,13_RT_First Click,13_RT_Last Click,13_RT_Page Submit,13_RT_Click Count,14_Per_Imp_1,14_RT_First Click,14_RT_Last Click,14_RT_Page Submit,14_RT_Click Count,15_Per_Imp_1,15_RT_First Click,15_RT_Last Click,15_RT_Page Submit,15_RT_Click Count,16_Per_Imp_1,16_RT_First Click,16_RT_Last Click,16_RT_Page Submit,16_RT_Click Count,17_Per_Imp_1,17_RT_First Click,17_RT_Last Click,17_RT_Page Submit,17_RT_Click Count,18_Per_Imp_1,18_RT_First Click,18_RT_Last Click,18_RT_Page Submit,18_RT_Click Count,19_Per_Imp_1,19_RT_First Click,19_RT_Last Click,19_RT_Page Submit,19_RT_Click Count,20_Per_Imp_1,20_RT_First Click,20_RT_Last Click,20_RT_Page Submit,20_RT_Click Count,21_Per_Imp_1,21_RT_First Click,21_RT_Last Click,21_RT_Page Submit,21_RT_Click Count,22_Per_Imp_1,22_RT_First Click,22_RT_Last Click,22_RT_Page Submit,22_RT_Click Count,23_Per_Imp_1,23_RT_First Click,23_RT_Last Click,23_RT_Page Submit,23_RT_Click Count,24_Per_Imp_1,24_RT_First Click,24_RT_Last Click,24_RT_Page Submit,24_RT_Click Count,25_Per_Imp_1,25_RT_First Click,25_RT_Last Click,25_RT_Page Submit,25_RT_Click Count,26_Per_Imp_1,26_RT_First Click,26_RT_Last Click,26_RT_Page Submit,26_RT_Click Count,27_Per_Imp_1,27_RT_First Click,27_RT_Last Click,27_RT_Page Submit,27_RT_Click Count,28_Per_Imp_1,28_RT_First Click,28_RT_Last Click,28_RT_Page Submit,28_RT_Click Count,29_Per_Imp_1,29_RT_First Click,29_RT_Last Click,29_RT_Page Submit,29_RT_Click Count,30_Per_Imp_1,30_RT_First Click,30_RT_Last Click,30_RT_Page Submit,30_RT_Click Count,1_Gen_Imp_1,1_RT_First Click,1_RT_Last Click,1_RT_Page Submit,1_RT_Click Count,2_Gen_Imp_1,2_RT_First Click,2_RT_Last Click,2_RT_Page Submit,2_RT_Click Count,3_Gen_Imp_1,3_RT_First Click,3_RT_Last Click,3_RT_Page Submit,3_RT_Click Count,4_Gen_Imp_1,4_RT_First Click,4_RT_Last Click,4_RT_Page Submit,4_RT_Click Count,5_Gen_Imp_1,5_RT_First Click,5_RT_Last Click,5_RT_Page Submit,5_RT_Click Count,6_Gen_Imp_1,6_RT_First Click,6_RT_Last Click,6_RT_Page Submit,6_RT_Click Count,7_Gen_Imp_1,7_RT_First Click,7_RT_Last Click,7_RT_Page Submit,7_RT_Click Count,8_Gen_Imp_1,8_RT_First Click,8_RT_Last Click,8_RT_Page Submit,8_RT_Click Count,9_Gen_Imp_1,9_RT_First Click,9_RT_Last Click,9_RT_Page Submit,9_RT_Click Count,10_Gen_Imp_1,10_RT_First Click,10_RT_Last Click,10_RT_Page Submit,10_RT_Click Count,11_Gen_Imp_1,11_RT_First Click,11_RT_Last Click,11_RT_Page Submit,11_RT_Click Count,12_Gen_Imp_1,12_RT_First Click,12_RT_Last Click,12_RT_Page Submit,12_RT_Click Count,13_Gen_Imp_1,13_RT_First Click,13_RT_Last Click,13_RT_Page Submit,13_RT_Click Count,14_Gen_Imp_1,14_RT_First Click,14_RT_Last Click,14_RT_Page Submit,14_RT_Click Count,15_Gen_Imp_1,15_RT_First Click,15_RT_Last Click,15_RT_Page Submit,15_RT_Click Count,16_Gen_Imp_1,16_RT_First Click,16_RT_Last Click,16_RT_Page Submit,16_RT_Click Count,17_Gen_Imp_1,17_RT_First Click,17_RT_Last Click,17_RT_Page Submit,17_RT_Click Count,18_Gen_Imp_1,18_RT_First Click,18_RT_Last Click,18_RT_Page Submit,18_RT_Click Count,19_Gen_Imp_1,19_RT_First Click,19_RT_Last Click,19_RT_Page Submit,19_RT_Click Count,20_Gen_Imp_1,20_RT_First Click,20_RT_Last Click,20_RT_Page Submit,20_RT_Click Count,21_Gen_Imp_1,21_RT_First Click,21_RT_Last Click,21_RT_Page Submit,21_RT_Click Count,22_Gen_Imp_1,22_RT_First Click,22_RT_Last Click,22_RT_Page Submit,22_RT_Click Count,23_Gen_Imp_1,23_RT_First Click,23_RT_Last Click,23_RT_Page Submit,23_RT_Click Count,24_Gen_Imp_1,24_RT_First Click,24_RT_Last Click,24_RT_Page Submit,24_RT_Click Count,25_Gen_Imp_1,25_RT_First Click,25_RT_Last Click,25_RT_Page Submit,25_RT_Click Count,26_Gen_Imp_1,26_RT_First Click,26_RT_Last Click,26_RT_Page Submit,26_RT_Click Count,27_Gen_Imp_1,27_RT_First Click,27_RT_Last Click,27_RT_Page Submit,27_RT_Click Count,28_Gen_Imp_1,28_RT_First Click,28_RT_Last Click,28_RT_Page Submit,28_RT_Click Count,29_Gen_Imp_1,29_RT_First Click,29_RT_Last Click,29_RT_Page Submit,29_RT_Click Count,30_Gen_Imp_1,30_RT_First Click,30_RT_Last Click,30_RT_Page Submit,30_RT_Click Count,GC,Group,Treatment,Eng
490,R_3PpJCgAxOZtjtfd,5a69d77a56585a0001633482,42,Male,2,8.906,8.906,10.898,1,5,8.246,10.543,12.126,2,65,8.821,15.262,16.588,3,6,2.829,6.149,7.604,2,8,5.93,12.017,13.688,2,77,9.366,13.47,15.03,2,5,6.967,6.967,8.478,1,97,6.214,8.406,9.392,5,69,3.488,5.352,6.424,3,6,13.728,13.728,16.967,1,97,4.433,4.433,5.801,1,5,11.939,11.939,13.706,1,86,10.465,15.057,17.345,3,70,6.164,10.068,11.212,5,11,5.832,8.936,11.366,3,51,4.193,10.257,12.465,3,50,2.424,5.888,24.216,2,49,12.804,12.804,19.427,1,10,5.273,11.985,13.786,3,94,9.32,10.217,11.561,3,74,5.609,6.457,8.248,2,95,6.357,6.357,7.846,1,4,5.571,5.571,6.89,1,93,6.926,6.926,8.694,1,3,5.439,6.44,7.519,2,23,13.066,13.066,14.619,1,51,6.938,6.938,8.625,1,0,2.462,11.838,13.309,2,24,8.86,8.86,12.738,1,0,4.373,7.589,8.949,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,Self,VAS,Yes.
606,R_21tXHib4po8TCLZ,5e830dc330296100098b0373,27,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9.189,9.189,10.772,1,8,10.291,12.226,13.378,2,25,11.472,11.472,12.533,1,25,7.584,7.584,8.564,1,9,12.885,12.885,13.994,1,9,12.233,16.465,17.469,3,4,14.839,15.583,17.207,2,31,9.969,13.154,14.893,3,18,8.123,8.123,9.47,1,0,15.492,17.755,18.726,3,100,6.759,6.759,8.334,1,39,16.043,18.762,19.609,2,90,9.524,9.524,11.425,1,34,13.987,16.83,18.642,3,80,8.115,11.439,12.715,3,30,12.356,17.083,18.52,3,0,13.351,13.988,15.442,2,54,9.513,13.361,19.901,3,29,10.584,10.584,11.546,1,26,12.391,12.391,13.4,1,16,10.913,10.913,12.44,1,87,19.251,19.251,20.343,1,16,11.562,13.367,14.313,2,91,12.695,15.48,16.207,3,42,24.812,25.776,26.683,2,16,9.481,9.481,11.644,1,89,14.132,16.338,17.907,2,31,9.849,9.849,10.797,1,0,12.055,13.255,14.065,2,0,10.087,12.358,13.46,2,83,Other,VAS,Yes.
322,R_3D62cFw62UH7q8x,5dede922ad51834919f11f91,29,Female,30,4.924,4.924,5.681,1,3,6.452,7.414,8.18,2,11,4.14,5.699,6.493,2,1,3.587,3.587,4.214,1,46,7.258,7.258,7.836,1,0,4.578,4.578,5.479,1,0,3.671,3.671,6.396,1,2,4.762,4.762,5.438,1,23,16.623,17.635,18.277,2,2,5.245,5.245,5.871,1,70,4.301,4.301,5.468,1,9,4.731,4.731,5.398,1,5,9.562,9.562,10.729,1,38,5.242,5.242,5.875,1,34,5.758,5.758,7.233,1,29,4.357,4.357,4.965,1,3,3.697,5.296,5.954,3,10,5.773,5.773,6.466,1,28,4.308,4.308,5.13,1,7,6.253,6.253,6.944,1,48,6.97,7.554,7.59,2,58,4.47,5.501,6.407,2,2,4.279,4.279,5.288,1,2,7.087,7.087,7.861,1,0,2.833,2.833,5.909,1,32,6.931,6.931,7.797,1,13,2.991,2.991,3.554,1,18,8.316,8.316,9.452,1,5,3.891,3.891,4.449,1,3,4.869,4.869,5.535,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,Self,VAS,Yes.
429,R_2qlodlNOQxqil1o,5cb7c228e4ec6b0017df1757,39,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,7.668,9.414,10.056,2,1,9.828,9.828,10.879,1,99,5.021,5.021,5.508,1,100,6.605,6.605,7.1,1,100,2.69,3.78,4.601,2,29,8.193,8.193,8.952,1,13,23.125,25.757,26.532,2,74,10.427,10.427,11.015,1,0,8.425,8.425,9.537,1,0,21.329,38.793,39.566,2,100,4.725,4.725,5.209,1,100,3.674,4.37,4.918,2,100,5.381,5.381,5.912,1,100,4.948,4.948,5.513,1,67,5.091,5.091,5.707,1,100,6.302,6.302,6.878,1,67,12.046,12.046,12.635,1,100,9.553,11.993,12.654,2,100,5.855,5.855,6.442,1,80,4.533,5.775,6.516,2,100,5.282,5.282,5.7,1,100,2.365,2.365,3.646,1,68,7.851,7.851,8.372,1,75,10.955,10.955,11.771,1,81,5.928,7.101,7.781,2,100,9.809,9.809,10.789,1,45,10.474,10.474,11.764,1,48,17.101,17.101,17.972,1,47,15.826,15.826,16.587,1,51,14.285,14.285,15.259,1,90,Other,VAS,Yes.
569,R_3FXrB1hnYIcAGjI,5be057a1c2b36c000141f77a,43,Female,0,6.915,8.268,9.607,2,3,4.296,4.296,5.389,1,15,20.267,22.267,25.89,3,0,5.201,5.929,6.747,2,16,9.75,13.635,16.098,4,1,5.428,5.428,6.633,1,0,8.963,8.963,9.852,1,8,6.962,8.032,10.17,2,5,11.428,11.428,14.752,1,0,7.9,9.042,10.01,2,69,7.504,7.504,8.963,1,0,14.869,16.491,17.587,2,58,23.99,23.99,25.34,1,30,11.184,12.188,14.595,2,5,5.24,8.979,11.392,3,26,6.87,7.58,8.905,2,0,6.162,8.028,8.96,3,73,8.721,9.383,10.227,2,8,8.345,10.8,13.339,2,0,2.961,2.961,4.926,1,61,13.377,13.377,15.522,1,83,5.607,5.607,7.887,1,2,5.385,5.385,6.43,1,71,10.732,10.732,11.89,1,1,6.769,7.851,8.656,2,68,7.982,7.982,9.689,1,3,10.026,10.026,10.774,1,26,14.416,20.51,21.426,2,0,8.438,10.177,11.158,3,0,7.041,9.017,10.146,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,Self,VAS,Yes.
393,R_2VDgzhbv1snmTzQ,5edce1f048cb0e9c1dd5bfa1,21,Female,36,3.845,4.858,6.184,2,19,3.435,3.435,5.244,1,54,4.353,4.353,5.855,1,19,3.041,3.754,5.221,2,50,8.607,12.118,13.362,2,24,5.843,6.564,8.501,2,23,5.037,5.037,6.656,1,41,5.907,7.357,9.07,2,43,5.648,5.648,7.586,1,8,3.682,3.682,5.164,1,72,3.25,3.25,5.001,1,24,4.405,5.242,6.548,2,54,20.704,23.281,24.322,2,64,3.845,4.649,6.592,2,63,5.999,5.999,7.161,1,56,3.898,5.015,6.701,2,14,3.746,3.746,5.401,1,39,12.422,16.107,18.089,3,40,3.931,6.416,8.091,2,31,4.529,4.529,6.395,1,26,7.629,7.629,9.394,1,68,3.601,3.601,5.094,1,14,4.884,5.662,7.222,2,71,4.327,4.327,5.975,1,34,16.025,16.025,17.339,1,37,4.698,4.698,6.261,1,30,3.844,5.799,9.3,2,34,5.321,5.321,6.738,1,13,5.108,5.76,7.452,2,23,4.549,5.975,33.094,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,Self,VAS,"No, it's my second language."
349,R_1JDeSdEMhDDsRZg,5ee22d64a833a867ba5b7b30,22,Female,62,5.615,6.237,7.362,2,80,5.06,5.06,5.741,1,59,3.688,3.688,4.522,1,42,3.045,3.462,4.168,2,15,7.948,7.948,10.634,1,60,4.691,4.691,5.487,1,55,11.212,16.318,17.258,3,60,4.757,5.687,6.564,2,44,3.108,3.554,4.702,2,15,10.537,10.537,13.353,1,90,3.72,3.72,5.216,1,18,9.45,10.469,11.392,2,85,4.025,4.025,5.189,1,85,3.06,4.174,5.936,3,89,3.493,3.493,4.479,1,91,3.404,4.602,5.638,2,34,7.131,7.578,8.4,2,66,5.399,5.399,6.499,1,89,2.808,2.808,3.799,1,64,7.233,9.361,10.082,3,89,6.82,6.82,7.742,1,51,6.669,6.669,7.586,1,77,5.439,5.439,6.161,1,88,3.559,4.177,4.875,2,77,4.662,6.416,7.074,3,62,10.781,12.891,13.588,4,52,7.966,7.966,8.858,1,49,9.178,9.178,10.83,1,37,4.871,4.871,5.9,1,40,4.351,4.351,5.393,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,Self,VAS,Yes.
389,R_01WwOCRqq7Dy21H,57acee52bfa77b0001bf31d4,40,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,5.389,5.389,6.299,1,37,4.088,4.088,5.211,1,65,5.388,5.784,6.749,2,61,5.44,5.44,6.775,1,50,8.738,8.738,9.768,1,42,5.984,5.984,7.03,1,62,7.409,9.186,9.907,2,39,6.003,6.003,6.668,1,41,4.962,7.224,8.229,3,38,4.748,5.672,6.773,3,66,5.263,5.263,6.11,1,64,4.104,4.104,5.211,1,63,6.66,6.66,7.714,1,64,5.274,5.274,6.152,1,59,5.847,5.847,6.648,1,60,5.109,6.054,6.884,2,41,13.895,13.895,15.03,1,56,6.332,6.332,7.17,1,57,4.725,4.725,5.656,1,38,9.886,9.886,11.027,1,52,11.749,11.749,13.032,1,59,5.66,5.66,6.367,1,43,7.839,7.839,8.701,1,51,7.335,8.641,9.476,2,62,6.812,6.812,7.509,1,54,8.973,8.973,10.015,1,42,7.054,7.054,8.581,1,57,10.151,10.151,11.036,1,40,4.298,4.298,5.222,1,36,5.953,5.953,6.886,1,51,Other,VAS,Yes.
390,R_2VPAmsYmpwrIaCp,5dd65ea187c1fd5e60c9d7fd,32,Male,0,12.27,12.27,13.269,1,0,2.493,2.493,3.764,1,0,4.642,4.642,5.792,1,0,6.076,9.685,15.163,4,9,11.693,11.693,12.627,1,0,7.277,7.277,9.003,1,0,5.387,5.387,7.178,1,17,8.781,9.206,9.998,2,0,5.643,5.643,7.481,1,0,1.787,2.131,3.489,2,50,9.103,9.103,13.133,1,0,8.359,8.359,9.294,1,79,7.097,7.097,8.263,1,50,7.62,7.62,10.164,1,0,7.493,8.117,9.068,2,0,2.951,2.951,9.021,1,0,1.924,1.924,4.842,1,0,4.013,4.013,8.842,1,0,6.716,6.716,7.971,1,0,9.374,9.374,10.548,1,11,15.38,15.884,18.554,2,30,8.972,8.972,10.035,1,0,5.392,5.392,6.742,1,83,5.299,6.291,8.458,3,37,11.181,11.653,12.539,2,0,6.883,6.883,8.162,1,0,7.186,7.186,8.425,1,0,8.357,8.357,9.61,1,0,4.298,4.298,5.632,1,0,4.924,4.924,7.275,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,Self,VAS,Yes.
425,R_vxg0C4dKUYK8Ivv,5efc85ae1f55180372e24979,49,Female,0,8.866,8.866,10.182,1,0,3.245,3.245,4.895,1,50,5.503,5.503,6.691,1,0,9.249,9.249,11.045,1,60,10.294,11.84,12.888,2,0,3.802,3.802,5.336,1,0,4.721,4.721,6.242,1,22,7.733,7.733,8.948,1,19,6.583,6.583,8.04,1,0,3.15,3.15,4.698,1,71,6.643,6.643,7.79,1,0,3.2,3.2,4.697,1,50,10.26,10.26,11.267,1,49,5.071,5.071,7.277,1,0,4.455,4.455,5.445,1,0,3.652,3.652,7.622,1,0,4.128,4.128,5.388,1,0,8.281,8.281,9.761,1,0,3.248,3.248,4.908,1,0,6.061,6.061,7.25,1,0,6.368,6.368,8.13,1,67,6.52,6.52,7.658,1,0,4.158,4.158,6.43,1,51,5.26,5.26,6.401,1,0,6.308,6.308,8.262,1,0,5.454,5.454,6.88,1,49,10.947,15.813,17.252,2,0,7.828,10.079,12.044,2,0,5.525,5.525,7.051,1,0,3.908,3.908,5.203,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,Self,VAS,Yes.
561,R_eOKXxDj6L016UsF,5ee39446b0671102367ac4d3,50,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5.354,7.024,7.242,3,0,3.831,4.958,5.717,3,0,3.618,4.766,13.7,3,0,9.537,10.44,11.662,2,3,20.348,21.878,23.217,3,0,5.469,6.796,12.64,2,0,7.836,9.619,10.402,4,0,10.995,12.224,13.054,3,0,6.18,8.155,8.841,5,0,5.958,6.959,7.989,2,0,6.465,7.53,8.352,3,0,8.179,8.973,10.289,2,0,7.014,8.718,10.677,2,0,11.864,17.271,18.149,3,0,5.284,9.831,12.27,2,0,7.083,8.235,9.008,3,0,4.79,5.661,7.751,2,0,5.436,6.645,9.263,2,0,3.216,4.169,5.095,2,0,3.475,4.076,5.174,2,0,9.89,11.353,12.479,3,2,9.364,26.133,27.019,6,0,3.832,4.624,9.652,2,0,4.426,5.154,6.066,2,0,8.792,10.563,14.065,3,0,8.418,9.242,12.673,2,0,5.019,6.044,7.464,2,0,3.724,5.895,10.511,4,0,7.595,8.401,9.556,2,0,3.274,3.986,5.978,2,90,Other,VAS,Yes.
496,R_28NiaflroqTWQG8,5f1ebdf41b46b502fb61ea18,19,Female,9,8.854,8.854,9.794,1,11,4.586,5.036,6.292,2,26,4.829,4.829,5.622,1,14,4.803,4.803,6.054,1,24,11.826,11.826,12.604,1,62,4.664,5.658,7.654,2,37,6.404,7.71,8.439,2,59,6.28,6.28,7.987,1,7,6.639,6.639,7.618,1,6,5.047,6.817,7.515,3,79,6,8.793,9.603,4,70,12.013,14.211,14.8,4,59,8.835,8.835,9.561,1,20,20.233,22.74,23.755,2,80,4.26,7.06,8.154,4,58,7.391,9.642,10.954,2,8,11.595,12.013,13.126,2,60,8.686,8.686,9.336,1,59,10.341,10.341,11.907,1,38,6.597,6.597,7.332,1,60,7.826,7.826,9.33,1,62,6.013,7.311,8.037,3,26,6.213,7.667,8.173,3,63,5.057,5.057,5.763,1,36,6.011,9.464,10.536,3,61,10.8,10.8,12.526,1,5,7.45,9.073,9.987,3,36,6.882,6.882,7.634,1,19,6.625,10.177,10.628,5,17,7.946,7.946,8.942,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,Self,VAS,Yes.
300,R_33EaW6Y0pcycy8K,5ea2f8ff57400807b6f53ddf,28,Male,18,3.674,4.651,5.568,2,21,3.074,3.074,3.815,1,72,4.4,4.84,5.806,2,14,5.121,5.121,6.054,1,23,10.39,10.39,11.187,1,36,3.001,5.274,5.984,3,67,8.91,8.91,9.754,1,54,5.25,5.25,6.2,1,63,5.562,6.393,6.735,2,23,1.844,1.844,2.514,1,98,4.425,4.425,5.081,1,25,8.47,10.006,10.78,4,51,11.409,11.409,12.269,1,61,4.099,4.099,5.304,1,66,4.726,4.726,5.539,1,35,3.289,3.289,4.366,1,36,2.431,2.431,3.228,1,76,5.404,5.404,6.251,1,48,6.017,7.761,8.087,3,15,6.153,6.153,7.286,1,72,4.131,4.868,5.857,2,54,3.722,3.722,4.478,1,0,2.726,2.726,3.82,1,94,3.741,4.966,5.827,3,37,4.199,4.199,5.868,1,39,7.058,8.331,9.416,2,92,9.975,9.975,10.7,1,29,9.978,9.978,10.951,1,26,3.909,3.909,4.666,1,18,2.753,2.753,3.599,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,Self,VAS,Yes.
340,R_RF60NZbokUDC2d3,5c5593be2207e7000113b22f,26,Female,20,4.225,4.225,5.464,1,7,2.393,2.754,4.082,2,52,3.885,5.565,6.478,4,21,2.987,2.987,5.325,1,62,6.973,6.973,7.845,1,51,4.285,4.285,5.205,1,1,2.913,3.801,5.114,3,28,4.355,5.901,7.013,4,35,3.424,4.487,4.883,2,0,2.406,2.406,3.958,1,66,3.152,4.232,5.491,4,0,3.383,6.895,7.662,3,67,4.602,5.036,5.845,2,74,3.21,5.387,6.18,3,50,2.926,3.751,4.735,2,28,4.098,4.532,6.899,2,3,2.277,3.566,4.529,2,58,3.642,4.131,5.155,2,29,3.588,5.3,6.804,2,2,4.481,12.366,14.394,4,50,5.1,5.1,6.524,1,63,3.146,6.145,8.14,2,9,2.786,2.786,3.963,1,35,7.554,14.154,15.156,2,49,3.66,3.66,4.781,1,41,5.387,5.387,6.364,1,29,4.367,4.367,5.186,1,24,4.862,4.862,5.922,1,0,4.16,5.59,6.026,2,4,3.654,5.744,7.88,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,Self,VAS,"No, it's my second language."
323,R_1N5196Pn9R9K8wM,5cb9dbaf9fb0c0001af880bc,21,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3.45,3.901,4.324,2,14,2.911,3.486,3.836,2,23,27.479,28.011,28.62,2,10,3.847,3.847,4.323,1,83,2.817,4.067,4.39,3,29,4.33,4.788,5.279,2,18,9.378,10.539,11.674,2,28,3.397,4.726,5.388,3,76,3.222,5.922,6.358,3,12,4.459,4.459,5.34,1,45,3.429,4.21,4.593,2,32,2.468,5.36,5.877,3,22,3.773,4.973,5.489,2,34,7.521,7.521,8.18,1,15,2.982,3.786,4.427,2,46,6.017,6.017,6.546,1,13,2.702,3.194,3.709,2,80,4.644,5.122,5.583,2,17,2.632,4.376,4.871,2,20,8.065,11.255,11.853,7,66,5.9,6.467,7.006,2,82,2.735,2.735,3.931,1,5,2.794,3.846,4.388,3,72,4.181,5.238,5.626,2,22,4.068,5.197,5.651,3,24,4.25,4.918,5.48,2,35,4.225,5.613,6.071,3,14,2.42,4.354,4.712,3,5,2.57,4.36,4.969,4,10,2.569,3.196,3.782,2,72,Other,VAS,Yes.
